address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,cuisines_count,listed_in(type),listed_in(city)
"Address_986, Bangalore",Empire Restaurant,No,Yes,4.0/5,941,080-6666017,MG Road,Fine Dining,Pizza,"Continental, Beverages, Fast Food, Thai, Chinese","1,000",Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_430, Bangalore",Pizza Hut,Yes,Yes,4.3/5,1270,080-8473283,Jayanagar,Quick Service Restaurant,Steak,Thai,2500,Sample Review Text...,1,Cafes,Bengaluru
"Address_342, Bangalore",Empire Restaurant,No,No,3.4/5,1357,080-5369510,MG Road,Quick Service Restaurant,Biryani,"Continental, South Indian, North Indian",3000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_300, Bangalore",Resto_300,No,Yes,3.4/5,811,080-6425946,Marathahalli,Bakery,Pizza,"Italian, Beverages, Fast Food, Chinese, North Indian",1000,Sample Review Text...,5,Delivery,Bengaluru
"Address_7, Bangalore",Onesta,Yes,No,4.2/5,2079,080-9897858,Indiranagar,Bar,Biryani,"Beverages, Italian, South Indian",1200,Sample Review Text...,3,Buffet,Bengaluru
"Address_64, Bangalore",Pizza Hut,Yes,No,3.3/5,967,080-3049499,JP Nagar,Casual Dining,Salad,"Beverages, Thai, North Indian",1500,Sample Review Text...,3,Delivery,Bengaluru
"Address_479, Bangalore",McDonald's,No,No,2.3/5,172,080-4575870,Marathahalli,Cafe,Burgers,Italian,800,Sample Review Text...,1,Cafes,Bengaluru
"Address_727, Bangalore",Leon Grill,No,No,,1368,080-8017399,Marathahalli,Fine Dining,Steak,"Chinese, Mexican",3000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_481, Bangalore",Resto_481,No,Yes,2.6/5,1163,080-3954088,Jayanagar,Cafe,Dosa,"South Indian, Thai, Italian",600,Sample Review Text...,3,Delivery,Bengaluru
"Address_978, Bangalore",Resto_978,Yes,Yes,NEW,669,080-9611651,Koramangala,Bakery,Sushi,Italian,1500,Sample Review Text...,1,Dine-out,Bengaluru
"Address_323, Bangalore",Resto_323,No,No,2.9/5,2075,080-1488508,JP Nagar,Bar,Pasta,Chinese,1200,Sample Review Text...,1,Dine-out,Bengaluru
"Address_904, Bangalore",Resto_904,No,Yes,2.2/5,1362,080-6075879,JP Nagar,Pub,Burgers,"Desserts, Mexican",1500,Sample Review Text...,2,Cafes,Bengaluru
"Address_444, Bangalore",Nandhana Palace,Yes,Yes,2.3/5,841,080-7102492,JP Nagar,Cafe,Sushi,"Desserts, Beverages, Fast Food",400,Sample Review Text...,3,Dine-out,Bengaluru
"Address_200, Bangalore",Empire Restaurant,No,Yes,2.4/5,2408,080-8936405,Indiranagar,Casual Dining,Biryani,"Chinese, Continental, Thai, Italian, South Indian",1500,Sample Review Text...,5,Dine-out,Bengaluru
"Address_928, Bangalore",Pizza Hut,Yes,No,-,1176,080-9885085,Jayanagar,Quick Service Restaurant,Pizza,"South Indian, Mexican, North Indian",2000,Sample Review Text...,3,Buffet,Bengaluru
"Address_683, Bangalore",Pizza Hut,Yes,Yes,NEW,2957,080-2603174,MG Road,Casual Dining,Steak,Beverages,"3,000",Sample Review Text...,1,Dine-out,Bengaluru
"Address_868, Bangalore",Burger King,Yes,Yes,2.8/5,307,080-3442155,MG Road,Pub,Biryani,Mexican,400,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_275, Bangalore",Resto_275,Yes,No,2.8/5,1095,080-1387572,MG Road,Quick Service Restaurant,Pasta,"Thai, Beverages, Desserts, Italian",600,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_303, Bangalore",KFC,Yes,No,3.8/5,578,080-5551347,Koramangala,Bakery,Biryani,"Beverages, North Indian, Continental, Chinese, Fast Food",1000,Sample Review Text...,5,Cafes,Bengaluru
"Address_324, Bangalore",Resto_324,No,No,4.3/5,2644,080-7944979,Jayanagar,Bakery,Biryani,"Desserts, Beverages",,Sample Review Text...,2,Buffet,Bengaluru
"Address_660, Bangalore",Resto_660,No,No,,2938,080-4937559,HSR Layout,Casual Dining,Sushi,"Continental, North Indian, Thai",2500,Sample Review Text...,3,Delivery,Bengaluru
"Address_766, Bangalore",Resto_766,No,No,NEW,1496,080-8674459,MG Road,Fine Dining,Pizza,Beverages,600,Sample Review Text...,1,Delivery,Bengaluru
"Address_468, Bangalore",KFC,No,Yes,2.1/5,1151,080-4710242,JP Nagar,Cafe,Burgers,Fast Food,"1,000",Sample Review Text...,1,Cafes,Bengaluru
"Address_561, Bangalore",Pizza Hut,No,Yes,2.8/5,487,080-3485367,Jayanagar,Cafe,Dosa,Beverages,800,Sample Review Text...,1,Dine-out,Bengaluru
"Address_493, Bangalore",Onesta,No,Yes,4.0/5,727,080-4909752,Koramangala,Bar,Dosa,"Desserts, North Indian, South Indian, Chinese, Beverages",1500,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_575, Bangalore",Empire Restaurant,Yes,Yes,4.0/5,1546,080-3653705,Koramangala,Fine Dining,Biryani,"Thai, North Indian, Chinese, Fast Food",3000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_778, Bangalore",McDonald's,No,No,2.5/5,2047,080-2699501,Indiranagar,Quick Service Restaurant,Pizza,"Fast Food, Beverages, Italian","1,200",Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_34, Bangalore",Resto_34,Yes,Yes,2.6/5,83,080-8801975,Jayanagar,Cafe,Dosa,"Desserts, Chinese","3,000",Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_267, Bangalore",Resto_267,Yes,No,2.6/5,1022,080-9265544,JP Nagar,Cafe,Biryani,Chinese,400,Sample Review Text...,1,Buffet,Bengaluru
"Address_669, Bangalore",Pizza Hut,No,Yes,4.1/5,2414,080-8608923,Indiranagar,Cafe,Steak,Fast Food,3000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_431, Bangalore",Resto_431,No,Yes,4.4/5,2514,080-3601637,Jayanagar,Bakery,Salad,"Chinese, North Indian, Thai, Italian",800,Sample Review Text...,4,Buffet,Bengaluru
"Address_880, Bangalore",Resto_880,No,Yes,4.6/5,1554,080-7031754,Marathahalli,Casual Dining,Steak,"Italian, Chinese, Desserts, Thai, North Indian",1500,Sample Review Text...,5,Delivery,Bengaluru
"Address_61, Bangalore",Leon Grill,Yes,No,4.3/5,1498,080-5398338,Indiranagar,Bar,Steak,"North Indian, Continental, Chinese, Italian",1200,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_476, Bangalore",Empire Restaurant,No,No,2.3/5,50,080-8063325,Indiranagar,Pub,Salad,"Fast Food, South Indian",2500,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_15, Bangalore",Nandhana Palace,Yes,Yes,4.0/5,963,080-6307805,MG Road,Casual Dining,Dosa,"Italian, North Indian, Chinese, Fast Food, Thai",3000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_694, Bangalore",Resto_694,Yes,No,2.9/5,213,080-5039498,Jayanagar,Pub,Steak,"Mexican, Desserts, Thai, South Indian",2500,Sample Review Text...,4,Cafes,Bengaluru
"Address_254, Bangalore",Resto_254,Yes,No,3.5/5,1660,080-9081054,Koramangala,Fine Dining,Pasta,"Chinese, Italian, Desserts","3,000",Sample Review Text...,3,Dine-out,Bengaluru
"Address_126, Bangalore",Leon Grill,No,Yes,3.6/5,2166,080-8115687,Jayanagar,Fine Dining,Steak,"North Indian, Fast Food",1000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_631, Bangalore",Onesta,Yes,No,4.4/5,393,080-8054914,Jayanagar,Pub,Steak,"Thai, Beverages, Fast Food, Italian",1200,Sample Review Text...,4,Cafes,Bengaluru
"Address_936, Bangalore",Nandhana Palace,Yes,Yes,2.8/5,1749,080-1358384,,Quick Service Restaurant,Dosa,"Beverages, South Indian, North Indian, Thai",400,Sample Review Text...,4,Dine-out,Bengaluru
"Address_597, Bangalore",Burger King,Yes,No,3.5/5,1096,080-7281485,Whitefield,Quick Service Restaurant,Sushi,"Italian, North Indian, Mexican, Beverages",200,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_883, Bangalore",Leon Grill,Yes,No,3.5/5,949,080-8889458,Indiranagar,Pub,Steak,Fast Food,600,Sample Review Text...,1,Dine-out,Bengaluru
"Address_636, Bangalore",Resto_636,No,Yes,3.3/5,227,080-8367376,Indiranagar,Quick Service Restaurant,Pizza,"Desserts, South Indian, Italian, Mexican",2500,Sample Review Text...,4,Cafes,Bengaluru
"Address_872, Bangalore",Leon Grill,Yes,No,2.6/5,2594,080-8702071,JP Nagar,Cafe,Sushi,"Thai, Italian, Mexican, Beverages","1,000",Sample Review Text...,4,Dine-out,Bengaluru
"Address_513, Bangalore",McDonald's,No,No,4.7/5,1528,080-3088386,MG Road,Bakery,Steak,"Fast Food, Chinese, Mexican",200,Sample Review Text...,3,Buffet,Bengaluru
"Address_775, Bangalore",Burger King,No,Yes,4.4/5,1998,080-2970875,MG Road,Pub,Burgers,"Mexican, North Indian, Chinese, Continental, Thai",400,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_67, Bangalore",Nandhana Palace,Yes,No,3.0/5,2431,080-9035982,Indiranagar,Bakery,Steak,"Italian, North Indian, Continental, Fast Food, Thai",200,Sample Review Text...,5,Cafes,Bengaluru
"Address_707, Bangalore",McDonald's,Yes,Yes,2.9/5,1912,080-8297560,Jayanagar,Bar,Steak,Desserts,3000,Sample Review Text...,1,Cafes,Bengaluru
"Address_40, Bangalore",McDonald's,No,No,2.7/5,2954,080-9123504,HSR Layout,Quick Service Restaurant,Dosa,Beverages,600,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_221, Bangalore",Leon Grill,No,No,4.8/5,1098,080-5560602,Indiranagar,Quick Service Restaurant,Steak,"South Indian, Chinese, Mexican","1,500",Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_333, Bangalore",Leon Grill,No,No,2.4/5,421,080-6068701,MG Road,Bar,Salad,Thai,2500,Sample Review Text...,1,Cafes,Bengaluru
"Address_954, Bangalore",Resto_954,Yes,No,4.7/5,855,080-2714223,JP Nagar,Cafe,Pizza,"Continental, Thai, Chinese, Italian, Beverages",800,Sample Review Text...,5,Delivery,Bengaluru
"Address_738, Bangalore",Nandhana Palace,Yes,No,2.7/5,1048,080-5458768,Jayanagar,Fine Dining,Dosa,"Italian, Desserts",600,Sample Review Text...,2,Delivery,Bengaluru
"Address_820, Bangalore",McDonald's,Yes,Yes,4.8/5,1887,080-3327250,JP Nagar,Bar,Burgers,Fast Food,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_202, Bangalore",Resto_202,No,No,3.2/5,2644,080-1942977,Indiranagar,Cafe,Pasta,"Italian, Mexican, Desserts, Beverages","2,500",Sample Review Text...,4,Delivery,Bengaluru
"Address_653, Bangalore",Onesta,No,Yes,2.4/5,2133,080-8386629,HSR Layout,Quick Service Restaurant,Salad,"Italian, Chinese, Thai, Desserts, Beverages",200,Sample Review Text...,5,Delivery,Bengaluru
"Address_88, Bangalore",Resto_88,No,Yes,2.2/5,919,080-5813037,Koramangala,Quick Service Restaurant,Salad,Thai,600,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_819, Bangalore",Nandhana Palace,Yes,Yes,2.3/5,304,080-2466111,Jayanagar,Quick Service Restaurant,Pizza,South Indian,"3,000",Sample Review Text...,1,Delivery,Bengaluru
"Address_375, Bangalore",Leon Grill,No,No,4.1/5,87,080-9717785,Whitefield,Cafe,Sushi,North Indian,800,Sample Review Text...,1,Cafes,Bengaluru
"Address_672, Bangalore",Resto_672,Yes,Yes,2.1/5,2211,080-8462919,HSR Layout,Casual Dining,Pasta,"North Indian, Thai, Italian, South Indian",3000,Sample Review Text...,4,Cafes,Bengaluru
"Address_319, Bangalore",Empire Restaurant,Yes,No,2.5/5,1164,080-7357547,Jayanagar,Bakery,Pizza,"Thai, North Indian, Chinese, Mexican, South Indian",1200,Sample Review Text...,5,Cafes,Bengaluru
"Address_264, Bangalore",Pizza Hut,Yes,Yes,3.2/5,19,080-2963085,Whitefield,Cafe,Dosa,"Beverages, Chinese, Fast Food, Continental",1000,Sample Review Text...,4,Buffet,Bengaluru
"Address_285, Bangalore",Empire Restaurant,Yes,No,2.9/5,1476,080-3807840,Koramangala,Bar,Dosa,"Chinese, Italian",1500,Sample Review Text...,2,Buffet,Bengaluru
"Address_464, Bangalore",Resto_464,No,No,2.5/5,246,080-9561890,Marathahalli,Quick Service Restaurant,Dosa,"Continental, Mexican, Thai, Beverages, Desserts",800,Sample Review Text...,5,Delivery,Bengaluru
"Address_935, Bangalore",Resto_935,Yes,Yes,NEW,1025,080-9213276,HSR Layout,Casual Dining,Burgers,"Continental, Beverages, South Indian, Thai",200,Sample Review Text...,4,Cafes,Bengaluru
"Address_675, Bangalore",Resto_675,No,Yes,2.8/5,620,080-2488335,Marathahalli,Bar,Burgers,"Desserts, Continental",600,Sample Review Text...,2,Delivery,Bengaluru
"Address_828, Bangalore",Leon Grill,No,No,3.4/5,2964,080-6423780,Marathahalli,Bakery,Salad,"South Indian, Desserts, North Indian, Fast Food",400,Sample Review Text...,4,Buffet,Bengaluru
"Address_436, Bangalore",Resto_436,Yes,Yes,-,65,080-5056398,HSR Layout,Bar,Steak,Italian,2000,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_933, Bangalore",Onesta,Yes,No,2.0/5,312,080-7918250,Indiranagar,Pub,Pizza,"Italian, Mexican",200,Sample Review Text...,2,Delivery,Bengaluru
"Address_119, Bangalore",Onesta,Yes,No,4.3/5,1354,080-4240708,Jayanagar,Fine Dining,Pasta,"Continental, South Indian, North Indian, Thai",1200,Sample Review Text...,4,Buffet,Bengaluru
"Address_397, Bangalore",Resto_397,Yes,Yes,NEW,815,080-5579723,JP Nagar,Cafe,Steak,"Mexican, Chinese, Italian, Fast Food, Desserts",2000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_942, Bangalore",Nandhana Palace,No,Yes,3.0/5,557,080-2499599,Jayanagar,Casual Dining,Pasta,"Desserts, Italian, South Indian, Mexican",800,Sample Review Text...,4,Buffet,Bengaluru
"Address_786, Bangalore",Leon Grill,No,Yes,2.9/5,2855,080-6275739,Whitefield,Quick Service Restaurant,Biryani,"Fast Food, Beverages",1500,Sample Review Text...,2,Buffet,Bengaluru
"Address_507, Bangalore",Resto_507,Yes,No,2.6/5,1539,080-8444490,HSR Layout,Fine Dining,Sushi,Italian,"3,000",Sample Review Text...,1,Dine-out,Bengaluru
"Address_632, Bangalore",Resto_632,Yes,No,NEW,575,080-5921482,Whitefield,Bar,Biryani,"Fast Food, Beverages",1200,Sample Review Text...,2,Cafes,Bengaluru
"Address_374, Bangalore",Resto_374,Yes,No,2.2/5,674,080-1380679,Whitefield,Casual Dining,Dosa,"Desserts, South Indian",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_635, Bangalore",Leon Grill,No,No,4.7/5,1986,080-3030620,HSR Layout,Casual Dining,Pizza,North Indian,600,Sample Review Text...,1,Dine-out,Bengaluru
"Address_762, Bangalore",KFC,Yes,Yes,4.3/5,584,080-2765436,HSR Layout,Fine Dining,Burgers,Chinese,1500,Sample Review Text...,1,Dine-out,Bengaluru
"Address_72, Bangalore",Resto_72,No,Yes,3.7/5,1757,080-6889195,Koramangala,Pub,Biryani,"North Indian, South Indian, Continental","1,000",Sample Review Text...,3,Dine-out,Bengaluru
"Address_62, Bangalore",Nandhana Palace,Yes,No,,2299,080-2957497,JP Nagar,Pub,Pasta,"Chinese, Desserts",1000,Sample Review Text...,2,Delivery,Bengaluru
"Address_717, Bangalore",Resto_717,No,Yes,3.4/5,1503,080-1394773,Koramangala,Pub,Dosa,"Continental, Mexican, Thai",1000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_326, Bangalore",Resto_326,No,No,2.8/5,355,080-2882928,Marathahalli,Cafe,Sushi,"Desserts, Continental, Italian",2500,Sample Review Text...,3,Delivery,Bengaluru
"Address_172, Bangalore",Leon Grill,Yes,Yes,4.0/5,671,080-2980663,Marathahalli,Quick Service Restaurant,Biryani,"Beverages, Continental, South Indian, Desserts, Chinese",1000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_979, Bangalore",McDonald's,No,Yes,3.3/5,2735,080-3363089,Whitefield,Quick Service Restaurant,Steak,"Fast Food, North Indian, South Indian",3000,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_283, Bangalore",Onesta,No,No,2.1/5,328,080-5195637,Jayanagar,Casual Dining,Steak,"Mexican, Chinese, Desserts",600,Sample Review Text...,3,Delivery,Bengaluru
"Address_712, Bangalore",Burger King,No,Yes,3.9/5,2402,080-7680364,Koramangala,Cafe,Pizza,"South Indian, Italian, Thai, Fast Food, Mexican","2,500",Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_274, Bangalore",Resto_274,No,No,3.1/5,1173,080-7790959,Marathahalli,Fine Dining,Pizza,"South Indian, Thai",1500,Sample Review Text...,2,Delivery,Bengaluru
"Address_425, Bangalore",McDonald's,No,Yes,4.7/5,2607,080-8889444,Marathahalli,Casual Dining,Dosa,"South Indian, North Indian",800,Sample Review Text...,2,Dine-out,Bengaluru
"Address_898, Bangalore",Leon Grill,No,No,3.0/5,1517,080-7800102,Indiranagar,Quick Service Restaurant,Steak,"Desserts, Fast Food",1500,Sample Review Text...,2,Dine-out,Bengaluru
"Address_946, Bangalore",Burger King,No,Yes,,200,080-9655209,Koramangala,Fine Dining,Dosa,"Italian, Mexican, Thai",1200,Sample Review Text...,3,Buffet,Bengaluru
"Address_621, Bangalore",Resto_621,No,No,4.3/5,1423,080-6122489,Whitefield,Fine Dining,Burgers,"Continental, North Indian, Chinese, Desserts, Fast Food",3000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_82, Bangalore",Onesta,Yes,No,2.8/5,1674,080-5767195,JP Nagar,Fine Dining,Dosa,"North Indian, Thai, Chinese, South Indian, Fast Food",2500,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_280, Bangalore",Burger King,No,Yes,4.1/5,1596,080-5561139,MG Road,Cafe,Dosa,"Chinese, Mexican, Italian",2500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_943, Bangalore",Burger King,Yes,No,4.0/5,1383,080-1509145,Koramangala,Casual Dining,Pizza,North Indian,200,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_661, Bangalore",Resto_661,No,Yes,2.7/5,1334,080-7044611,JP Nagar,Bar,Sushi,"Chinese, Mexican, Continental, Fast Food",200,Sample Review Text...,4,Cafes,Bengaluru
"Address_726, Bangalore",KFC,No,No,3.1/5,432,080-5803038,JP Nagar,Pub,Salad,"Beverages, Mexican, Italian, Fast Food, Desserts",2000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_613, Bangalore",Resto_613,No,Yes,4.5/5,1063,080-7367900,Koramangala,Casual Dining,Dosa,Continental,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_153, Bangalore",Empire Restaurant,Yes,Yes,4.0/5,256,080-9212178,Indiranagar,Bar,Sushi,"South Indian, Thai, Beverages, Chinese, Italian",400,Sample Review Text...,5,Buffet,Bengaluru
"Address_269, Bangalore",Onesta,Yes,No,4.0/5,715,080-2690268,Marathahalli,Casual Dining,Sushi,"Desserts, Thai, North Indian, Fast Food, Beverages",800,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_855, Bangalore",KFC,Yes,Yes,4.7/5,2846,080-1521728,Whitefield,Cafe,Dosa,"Continental, Italian, Chinese, Mexican",,Sample Review Text...,4,Delivery,Bengaluru
"Address_423, Bangalore",Burger King,No,No,2.4/5,2291,080-6690441,Koramangala,Pub,Salad,"Continental, South Indian",2500,Sample Review Text...,2,Dine-out,Bengaluru
"Address_280, Bangalore",Burger King,No,Yes,4.1/5,1596,080-5561139,MG Road,Cafe,Dosa,"Chinese, Mexican, Italian",2500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_595, Bangalore",Resto_595,No,No,4.7/5,406,080-7900127,Indiranagar,Bar,Pizza,Chinese,200,Sample Review Text...,1,Cafes,Bengaluru
"Address_701, Bangalore",Leon Grill,No,Yes,2.1/5,2492,080-6728622,HSR Layout,Fine Dining,Salad,"Mexican, South Indian, North Indian, Beverages, Fast Food",2500,Sample Review Text...,5,Buffet,Bengaluru
"Address_839, Bangalore",Resto_839,No,No,3.6/5,366,080-1406431,HSR Layout,Bakery,Biryani,"Chinese, Continental",,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_500, Bangalore",Nandhana Palace,Yes,No,4.2/5,689,080-3985341,Indiranagar,Fine Dining,Burgers,Continental,600,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_611, Bangalore",Resto_611,No,Yes,3.2/5,1232,080-7598940,Whitefield,Quick Service Restaurant,Dosa,"Mexican, Chinese, Thai",2000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_141, Bangalore",Leon Grill,Yes,No,NEW,1790,080-7655572,HSR Layout,Bar,Sushi,Thai,3000,Sample Review Text...,1,Delivery,Bengaluru
"Address_549, Bangalore",Resto_549,No,Yes,3.1/5,1492,080-8280643,MG Road,Cafe,Biryani,"Continental, Chinese, Desserts, Thai, Italian",600,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_557, Bangalore",McDonald's,No,Yes,2.6/5,1573,080-4194945,Indiranagar,Casual Dining,Burgers,"Fast Food, Chinese",200,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_887, Bangalore",Burger King,No,No,3.7/5,1659,080-7165648,Whitefield,Pub,Dosa,"South Indian, Beverages, Desserts, Chinese",200,Sample Review Text...,4,Delivery,Bengaluru
"Address_406, Bangalore",Nandhana Palace,No,No,NEW,2175,080-6031638,Marathahalli,Bakery,Steak,"Thai, Chinese",1000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_218, Bangalore",Nandhana Palace,No,Yes,3.4/5,2494,080-1661118,HSR Layout,Bar,Salad,"Beverages, Italian, Thai",1500,Sample Review Text...,3,Dine-out,Bengaluru
"Address_645, Bangalore",Leon Grill,Yes,No,3.1/5,290,080-6551912,Indiranagar,Cafe,Biryani,"Continental, Chinese, Beverages, Italian, Desserts",200,Sample Review Text...,5,Dine-out,Bengaluru
"Address_209, Bangalore",KFC,No,Yes,3.9/5,1948,080-3146546,JP Nagar,Pub,Dosa,"South Indian, Beverages, Fast Food",1000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_844, Bangalore",Pizza Hut,Yes,No,2.2/5,2564,080-4035319,HSR Layout,Pub,Sushi,"Italian, Beverages, North Indian",1000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_392, Bangalore",Resto_392,Yes,Yes,4.7/5,2374,080-2662717,JP Nagar,Quick Service Restaurant,Biryani,"Beverages, Italian",2500,Sample Review Text...,2,Buffet,Bengaluru
